图像,AI,MTFv50,MTFv10,CNI
-原始-区域1,0.994899442428892,0.690690601802456,1.24677588508958,9.57747396688831
-原始-区域2,NaN,NaN,NaN,NaN
-原始-区域3,NaN,NaN,NaN,NaN
-原始-区域4,NaN,NaN,NaN,NaN
